NCCN_OriginalID,Gene,Variant,Organ_System,Gender,Modality,OriginalAction,GuidelineBody,GuidelineName,GuidelineVersion,GuidelineYear ,EntryDate,EntryBy,ModifiedDate,ModifiedBy,IsDeleted,DeleteDate,DeletedBy,,,,,,,,,,,,
483,CHEK2,,Breast,2,Surgical Consideration,"Evidence insufficient for RRM, manage based on family history. ",NCCN,"Genetic/Familial High-Risk Assessment: Breast, Ovarian, and Pancreatic",1.2023,2022,10/18/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
484,CHEK2,,General,0,Genotype-Phenotype Correlation,"Heterogeneity in CRC risk may exist based on type of pathogenic CHEK2 variant (Han FF, et al. DNA Cell Biol 2013;32:329-335; Liu C, et al. Asian Pac J Cancer Prev 2012;13:2051-2055); some patients may elect for less aggressive screening based on shared decision-making. One model has suggested that earlier screening than the average-risk initiation may be justified for CHEK2 1100delC and I157T carriers based on reaching same risk for CRC at an earlier age than observed among average-risk persons initiating screening at age 50 (Katona B, et al. Genet Med 2018;20:1324-1327).",NCCN,Genetic/Familial High-Risk Assessment: Colorectal,1.2022,2022,10/13/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
485,DDX41,,General,0,Gene Insight,"Hematologic Findings/Myeloid Malignancy: AML, MDS, CML
Late age of onset of hematologic malignancies; non-Hodgkin lymphoma, Hodgkin lympoma. Patients with germline DDX41 may present with cytopenias prior to myeloid malignnancy development. ",NCCN,Myelodysplastic Syndromes,1.2023,2022,10/12/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
486,EPCAM,,Prostate,1,Screening,Men with LS should consider their risk based on the LS gene and family history of prostate cancer. The NCCN Guidelines for Prostate Cancer Early Detection recommend that it is reasonable for men with LS to consider beginning shared decision-making about prostate cancer screening at age 40 years and to consider screening at annual intervals rather than every other year. ,NCCN,Genetic/Familial High-Risk Assessment: Colorectal,1.2022,2022,10/14/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
487,ERCC6L2,,General,0,Gene Insight,"Hematologic Findings/Myeloid Malignancy: Marrow failure, MDS, AML
Skeletal/cardiac abnormalities, neurological defects also associated with somatic TP53 mutations and erythroleukemia. Pre-exisiting cytopenias, microcephaly, developmental delay, and other congenital abnormalities. ",NCCN,Myelodysplastic Syndromes,1.2023,2022,10/12/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
488,ETV6,,General,0,Gene Insight,"Hematologic Findings/Myeloid Malignancy: Thrombocytopenia and mild bleeding manifestations; platelet size is usually not enlarged/AML, MDS
Other phenotypes and clinical features: ALL (typically precursor B-cell ALL)
",NCCN,Myelodysplastic Syndromes,1.2023,2022,10/12/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
489,GREM1,,General,0,Genotype-Phenotype Correlation,"There is a common SCG5 upstream duplication in Ashkenazi Jewish individuals, but other duplications in non-Ashkenazi Jewish individuals have also been reported (Rohlin A, et al. Genes Chromosomes Cancer 2016; 55:95-106; Venkatachalam R, et al. Int J Cancer 2011;129:1635-1642; McKenna DB, et al. Fam Cancer 2019;18:63-66). ",NCCN,Genetic/Familial High-Risk Assessment: Colorectal,1.2022,2022,10/13/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
490,LIG4,,General,0,Gene Insight,"Hematologic Findings/Myeloid Malignancy: Marrow failure, lymphoid malignancy
Other phenotypes and clinical features: Short stature, microcephaly, combined immunodeficiency. ",NCCN,Myelodysplastic Syndromes,1.2023,2022,10/12/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
491,MLH1,,Prostate,1,Screening,Men with LS should consider their risk based on the LS gene and family history of prostate cancer. The NCCN Guidelines for Prostate Cancer Early Detection recommend that it is reasonable for men with LS to consider beginning shared decision-making about prostate cancer screening at age 40 years and to consider screening at annual intervals rather than every other year. ,NCCN,Genetic/Familial High-Risk Assessment: Colorectal,1.2022,2022,10/14/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
492,MSH2,,General,0,Cascade Testing,"Advise patients to tell their relatives about possible inherited cancer risk, options for risk assessment, and management. Recommend genetic counseling and consideration of genetic testing for at-risk relatives. ",NCCN,Genetic/Familial High-Risk Assessment: Colorectal,1.2022,2022,10/14/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
493,MSH2,,Prostate,1,Screening,Men with LS should consider their risk based on the LS gene and family history of prostate cancer. The NCCN Guidelines for Prostate Cancer Early Detection recommend that it is reasonable for men with LS to consider beginning shared decision-making about prostate cancer screening at age 40 years and to consider screening at annual intervals rather than every other year. ,NCCN,Genetic/Familial High-Risk Assessment: Colorectal,1.2022,2022,10/14/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
494,MSH3,Biallelic,General,0,Gene Insight,"Duodenal polyposis, gastric cancer, and astrocytoma were also reported in 4 affected individuals from 2 families. ",NCCN,Genetic/Familial High-Risk Assessment: Colorectal,1.2022,2022,10/13/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
495,MSH3,Monoallelic,General,0,Gene Insight,MSH3 heterozygote cancer risks are unclear. ,NCCN,Genetic/Familial High-Risk Assessment: Colorectal,1.2022,2022,10/13/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
496,MLH3,Biallelic,Colorectal,0,Endoscopy,"Begin high-quality colonoscopy at age 25-30 years and every 2-3 years if negative. If polyps are found, high-quality colonoscopy every 1-2 years with consideration of surgery if the polyp burden becomes unmanageable by colonoscopy. Surgical evaluation if appropriate.
 
 The panel recognizes that data to support the surveillance recommendations for these particular genes are evolving at this time. Caution should be used when implementing final colonoscopy surveillance regimens in context of patient preferences and new knowledge that may emerge.",NCCN,Genetic/Familial High-Risk Assessment: Colorectal,1.2022,2022,10/13/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
497,MLH3,Biallelic,General,0,Gene Insight,Breast and brain tumors were noted in the 5 families reported. ,NCCN,Genetic/Familial High-Risk Assessment: Colorectal,1.2022,2022,10/13/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
498,MLH3,Monoallelic,General,0,Gene Insight,MLH3 heterozygote cancer risks are unclear. ,NCCN,Genetic/Familial High-Risk Assessment: Colorectal,1.2022,2022,10/13/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
499,MSH6,,Prostate,1,Screening,Men with LS should consider their risk based on the LS gene and family history of prostate cancer. The NCCN Guidelines for Prostate Cancer Early Detection recommend that it is reasonable for men with LS to consider beginning shared decision-making about prostate cancer screening at age 40 years and to consider screening at annual intervals rather than every other year. ,NCCN,Genetic/Familial High-Risk Assessment: Colorectal,1.2022,2022,10/14/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
500,MUTYH,Biallelic ,Colorectal,0,Endoscopy,"High-quality colonoscopy, beginning no later than age 25-30 y. Earlier colonoscopy may be indicated based on family history. 

If small adenoma burden that can be handled endoscopically: high quality colonoscopy and polypectomy every 1-2 y. Surgical evaluation and counseling if appropriate. 

If adenoma burden that cannot be handled endoscopically: Colectomy with IRA. Earlier surgical intervention should be considered in noncompliant patients. Consider proctocolectomy with IPAA if dense rectal polyposis not manageable with polpectomy. 

Small adenoma burden is defined (somewhat arbitrarily) as fewer than 20 adenomas, all <1 cm in diameter, and none with advanced histology, so that colonoscopy with polypectomy can be used to effectively eliminate the polyps. Colectomy may be indicated before this level of polyp burden, especially if colonoscopy is difficult and polyp control is uncertain. Surgery should be considered with polyp burden is >20 at any individual examination, when polyps have been previously ablated, when some polyps have reached a size >1 cm, or when advanced histology is encountered in a polyp. Extent of colectomy may be modified based on the burden and distribution of adenomas. ",NCCN,Genetic/Familial High-Risk Assessment: Colorectal,1.2022,2022,10/13/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
501,MUTYH,Biallelic ,General,0,Gene Insight,"Limited evidence of increased risk for endometrial cancer 3%-9% (Sutcliffe EG, et al. Fam Cancer 2019;18:203-209) and gastric cancer (Vogt S, et al. Gastroenterology 2009;137:1976-1985) but no changes in management have been made. Ovarian, bladder, breast, and thyroid cancer have been reported.  

Biallelic pathogenic variants in MUTYH have been identified as a rare cause of serrated polyposis syndrome. ",NCCN,Genetic/Familial High-Risk Assessment: Colorectal,1.2022,2022,10/13/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
502,MUTYH,Monoallelic ,Breast,2,Screening,"MUTYH heterozygotes are found on some of the panels, but there is insufficient evidence to make any recommendations for breast MRI or RRM. ",NCCN,"Genetic/Familial High-Risk Assessment: Breast, Ovarian, and Pancreatic",1.2023,2022,10/19/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
503,MUTYH,Monoallelic ,General,0,Genotype-Phenotype Correlation,"Risk is higher for CRC among Y179C heterozygous carriers. MUTYH has been associated with multiple other cancers; neuroendocrine tumors (Pilati C, et al. J Pathol 2017;242:10-15; Dumanski J, et al. Endocr Relat Cancer 2017;24:427:443); gastric, hepatobiliary, endometrial, breast (Win AK, et al. Int J Cancer 2016;139:1557-1563), and adrenocortical cancers (Scarpa A, et al. Nature 2017;543:65-71); and colon and duodenal polyps (El Hachem N, et al. Dis Colon Rectrum 2019;62:470-475), but absolute risks are unknown and no management recommendations have been made. ",NCCN,Genetic/Familial High-Risk Assessment: Colorectal,1.2022,2022,10/13/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
504,NF1,,Breast,2,Surgical Consideration,"Evidence insufficient for RRM, manage based on family history. ",NCCN,"Genetic/Familial High-Risk Assessment: Breast, Ovarian, and Pancreatic",1.2023,2022,10/18/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
505,NTHL1,Biallelic ,General,0,Gene Insight,"6%-56% absolute risk for extracolonic tumor by age 60 y. Breast cancer most common, endometrial (pre) malignancies, urothelial carcinomas, brain tumors, hematologic malignancies, basal cell carcinomas, head and neck squamous cell carcinomas, and cervical cancers in multiple individuals. ",NCCN,Genetic/Familial High-Risk Assessment: Colorectal,1.2022,2022,10/13/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
506,NTHL1,Biallelic ,Breast,2,Imaging,Annual mammogram with consideration of tomosynthesis and consider breast MRI with contrast starting at age 40 y. ,NCCN,Genetic/Familial High-Risk Assessment: Colorectal,1.2022,2022,10/13/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
507,NTHL1,Biallelic ,Breast,2,Surgical Consideration,"Evidence insufficient for risk-reducing mastectomy (RRM), manage based on family history. ",NCCN,Genetic/Familial High-Risk Assessment: Colorectal,1.2022,2022,10/13/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
508,NTHL1,Biallelic ,Uterine,2,Screening,"Because endometrial cancer can often be detected early based on symptoms, women should be educated regarding the importance of prompt reporting and evaluation of any abnormal uterine bleeding or postmenopausal bleeding. The evaluation of these symptoms should include endometrial biopsy.

Transvaginal ultrasound to screen for endometrial cancer in postmenopausal women has not been shown to be sufficiently sensitive or specific as to support a positive recommendation, but may be considered at the clinician's discretion. Transvaginal ultrasound is not recommended as a screening tool in premenopausal women due to the wide range of endometrial stripe thickness throughout the normal menstrual cycle. ",NCCN,Genetic/Familial High-Risk Assessment: Colorectal,1.2022,2022,10/13/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
509,NTHL1,Monoallelic,General,0,Gene Insight,"NTHL1 heterozygotes do not appear to be at increased risk for polyposis and/or CRC (Elsayed FA, et al. Gastroenterology 2020;159:2241-2243).",NCCN,Genetic/Familial High-Risk Assessment: Colorectal,1.2022,2022,10/13/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
510,PALB2,,Breast,1,General,"Male breast cancer
Strength of evidence of association: strong
Absolute risk: 0.9% by age 70 y",NCCN,"Genetic/Familial High-Risk Assessment: Breast, Ovarian, and Pancreatic",1.2023,2022,10/18/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
511,PMS2,,Prostate,1,Screening,Men with LS should consider their risk based on the LS gene and family history of prostate cancer. The NCCN Guidelines for Prostate Cancer Early Detection recommend that it is reasonable for men with LS to consider beginning shared decision-making about prostate cancer screening at age 40 years and to consider screening at annual intervals rather than every other year. ,NCCN,Genetic/Familial High-Risk Assessment: Colorectal,1.2022,2022,10/14/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
512,POLD1,,General,0,Gene Insight,"Limited evidence of increased risk for endometrial cancer and brain cancer (Buchanan DD, et al. Genet Med 2018;20:890-895; Valle L, et al. Hum Mol Genet 2014;23:3506-3512; Palles C, et al. Nat Genet 2013;45:136-144) have been reported. NCCN has not made recommendations for extracolonic surveillance based on currently available evidence. Other cancers have been reported in 1-3 individuals with POLD1 pathogenic variant including breast cancers, gastrointestinal stromal tumor (GIST), gastric cancer, bladder cancer, and *intestinal* cancer (Belido F et al. Genet Med 2016;18:325-332; Buchanan DD, et al. Genet Med 2018;20:890-895; Valle L, et al. Hum Mol Genet 2014;23:3506-3512).",NCCN,Genetic/Familial High-Risk Assessment: Colorectal,1.2022,2022,10/13/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
513,POLE,,General,0,Gene Insight,"Limited evidence of increased risk for endometrial cancer, ovarian cancer, brain cancers, pancreatic cancer, breast cancer, and melanoma (Aoude LG, et al. Fam Cancer 2015;14:621-628; Elsayed FA, et al. Eur J Hum Genet 2015;23:1080-1084; Buchanan DD, et al. Genet Med 2018;20:890-895; Hansen MF, et al. Fam Cancer 2015;14:437-448; Rohlin A, et al. Int J Oncol 2014;45:77-81; Spier I, et al. Int J Cancer 2015;137:320-331; Mur P, et al. Genet Med 2020;22:2089-2100) have been reported. NCCN has not made recommendations for extracolonic surveillance based on currently available evidence. Multiple other cancers have been reported in 1-3 individuals with POLE pathogenic variant (Rohlin A, et al. Int J Oncol 2014;45:77-81; Spier I, et al. Int J Cancer 2015;137:320-331; Chubb D, B et al. J Clinic Oncol 2015;33:426-432;  Mur P, et al. Genet Med 2020;22:2089-2100; Buchanan DD, et al. Genet Med 2018;20:890-895).",NCCN,Genetic/Familial High-Risk Assessment: Colorectal,1.2022,2022,10/13/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
514,PTEN,,General,0,Referral,"Due to the rarity of the syndrome and complexities of diagnosing and managing individuals with Cowden syndrome, referral to a specialized team or centers with expertise is recommended. ",NCCN,"Genetic/Familial High-Risk Assessment: Breast, Ovarian, and Pancreatic",1.2023,2022,10/18/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
515,PTEN,,General,0,Education,Education regarding the signs and symptoms of cancer. ,NCCN,"Genetic/Familial High-Risk Assessment: Breast, Ovarian, and Pancreatic",1.2023,2022,10/18/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
516,RAD50,,Breast,2,Screening,"RAD50 is found on some of the panels, but there is insufficient evidence to make any recommendations for breast MRI or RRM. ",NCCN,"Genetic/Familial High-Risk Assessment: Breast, Ovarian, and Pancreatic",1.2023,2022,10/19/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
517,RECQL,,Ovary,2,Risk Reducing Salpingo-Oophorectomy,"RECQL is found on some of the panels, but there is insufficient evidence to make any recommendations for RRSO. ",NCCN,"Genetic/Familial High-Risk Assessment: Breast, Ovarian, and Pancreatic",1.2023,2022,10/19/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
518,RET,,General,0,Cascade Testing,Germline mutation should prompt specific mutation testing in subsequent family members and genetic counseling. ,NCCN,Thyroid Carcinoma,2.2022,2022,10/19/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
519,RET,,Thyroid,0,Biochemical Screening,"Basal serum calcitonin level. CEA.
Normal calcitonin ranges have not been established for very young children. ",NCCN,Thyroid Carcinoma,2.2022,2022,10/19/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
520,RET,,Thyroid,0,Surgical Consideration,"In view of the risks of thyroidectomy in very young children, referral to a surgeon and team experienced in pediatric thyroid surgery is advised. The timing of prophylactic thyroidectomy generally depends on the aggressiveness of the inherited RET mutation. Codon M918T mutations are considered highest risk and codon 634 and A8883F mutations are considered high risk, with MTC usually presenting at a younger age, whereas other RET mutations associated with MEN2A or FMTC are generally moderate risk. Prophylactic thyroidectomy may be delayed in patients with less high-risk RET mutations that have later onset of MTC, provided the annual basal calcitonin measurement is normal, the annual ultrasound is unremarkable, there is no history of aggressive MTC in the family, and the family is in agreement. (Brandi ML, et al. J Clin endocrinol Metab 2001;86:5658-5671; and American Thyroid Association Guidelines Task Force. Wells SA Jr, et al. Thyroid 2015;25:567-610.)
For individuals with MEN2B, total thyroidectomy during the first year of life or at diagnosis. Therapeutic neck dissection as indicated; consider prophylactic bilateral central neck dissection (level VI). Consider more extensive node dissection (levels II-V) if tumor(s) >0.5 cm in diameter. Postoperative administration of levothyroxine to normalize TSH. 
For individuals with MEN2A/FMTC, total thyroidectomy by age 5 or when mutation identified. Therapeutic ipsilateral or bilateral central neck dissection (level Vi) if elevated calcitonin or CEA test or ultrasound identified thyroid or nodal abnormality. Propphylactic neck dissection may not be required if serum calcitonin is less than 40 ng/mL, because lymph node metastases are unlikely with minor calcitonin elevations in this setting. Consider prophylactic ipsilateral modified neck dissection if there is high-volume or gross isease in the adjacent central neck. Consider more extensive lymph node dissection (levels II-V) if tumor(s) >1.0 cm or central node(s) positive. Posoperative administration of levothyroxine to normalize TSH. ",NCCN,Thyroid Carcinoma,2.2022,2022,10/19/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
521,RINT1,,Breast,2,Screening,"RINT1 is found on some of the panels, but there is insufficient evidence to make any recommendations for breast MRI or RRM. ",NCCN,"Genetic/Familial High-Risk Assessment: Breast, Ovarian, and Pancreatic",1.2023,2022,10/19/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
522,RPS20,,General,0,Gene Insight,"Three families have been reported to meet all meet Amsterdam criteria, including one where all the CRCs were MSS (familial CRC type X) and one individual who had metachronous CRC primaries at age 39. Multiple family members have been reported to have colon polyps of mixed histology, including two individuals with >10 polyps in one of these families. Two unrelated children with Diamond-Blackfan anemia (DBA), lacking variants in known DBA genes, were found by exome sequencing to have de novo novel missense variants in RPS20. The variants affect the same amino acid but result in different substitions and reduce the RPS20 protein level (Bhar S, et al. Hum Mutat 2020;41:1918-1930).",NCCN,Genetic/Familial High-Risk Assessment: Colorectal,1.2022,2022,10/14/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
523,SAMD9,,General,0,Gene Insight,"Hematologic Findings/Myeloid Malignancy: Transient or permanent cytopenias and hypocellular marrow failure/AML, MDS. 
Other phenotypes and clinical features: (MIRAGE) MDS, infection, restriction of growth, adrenal hypoplasia, genital phenotypes, and enteropathy; MDS with monosomy 7/-7q, somatic genetic abberrations in hematopoietic cells often occur that result in loss of the mutant SAMD9 allele. 
Can overlap in phenotype between SAMD9 and SAMD9L disorders. ",NCCN,Myelodysplastic Syndromes,1.2023,2022,10/12/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
524,SAMD9L,,General,0,Gene Insight,"Hematologic Findings/Myeloid Malignancy: Transient or permanent cytopenias and hypocellular marrow failure/AML, MDS. 
Other phenotypes and clinical features: Ataxia-pancytopenia syndrome - cerebellar atrophy & white matter hyperintensities, gait disturbance, nystagmus, immune deficiency; MDS with monosome 7/-7q; somatic genetic abberrations in hematopoietic cells often occur that result in the loss of the mutant SAMD9L allele. 
Can overlap in phenotype between SAMD9 and SAMD9L disorders. ",NCCN,Myelodysplastic Syndromes,1.2023,2022,10/12/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
525,SDHA,,Kidney,0,Overview,"Syndrome: Hereditary Paraganglioma/ pheochromocytoma (PGL/PCC) syndrome
 \
 Histology: Clear Cell, chromophobe, papillary type 2, renal oncocytoma, oncocytic neoplasm
 \
 Inheritance Pattern: Autosomal Dominant
\
Major Clinical Manifestations: Head and neck PGL and adrenal or extra-adrenal PCCs, gastrointestinal stroma tumors (GISTS)
 \
 Other specialists Involved in Screening: endocrine, endocrine surgery",NCCN,Kidney Cancer,3.2023,2022,10/18/2022,Krista Ortega,,,,,,,,,,,,,,,,,
526,SDHB,,Kidney,0,Overview,"Syndrome: Hereditary Paraganglioma/ pheochromocytoma (PGL/PCC) syndrome
 \
 Histology: Chromophobe, papillary type 2, renal oncocytoma, oncocytic neoplasm
 \
 Inheritance Pattern: Autosomal Dominant
\
Major Clinical Manifestations: Head and neck PGL and adrenal or extra-adrenal PCCs, gastrointestinal stroma tumors (GISTS)
 \
 Other specialists Involved in Screening: endocrine, endocrine surgery",NCCN,Kidney Cancer,3.2023,2022,10/18/2022,Krista Ortega,,,,,,,,,,,,,,,,,
527,SDHC,,Kidney,0,Overview,"Syndrome: Hereditary Paraganglioma/ pheochromocytoma (PGL/PCC) syndrome
 \
 Histology: Clear Cell, chromophobe, papillary type 2, renal oncocytoma, oncocytic neoplasm
 \
 Inheritance Pattern: Autosomal Dominant
\
Major Clinical Manifestations: Head and neck PGL and adrenal or extra-adrenal PCCs, gastrointestinal stroma tumors (GISTS)
 \
 Other specialists Involved in Screening: endocrine, endocrine surgery",NCCN,Kidney Cancer,3.2023,2022,10/18/2022,Krista Ortega,,,,,,,,,,,,,,,,,
528,SDHD,,Kidney,0,Overview,"Syndrome: Hereditary Paraganglioma/ pheochromocytoma (PGL/PCC) syndrome
 \
 Histology: Clear Cell, chromophobe, papillary type 2, renal oncocytoma, oncocytic neoplasm
 \
 Inheritance Pattern: Autosomal Dominant
\
Major Clinical Manifestations: Head and neck PGL and adrenal or extra-adrenal PCCs, gastrointestinal stroma tumors (GISTS)
 \
 Other specialists Involved in Screening: endocrine, endocrine surgery",NCCN,Kidney Cancer,3.2023,2022,10/18/2022,Krista Ortega,,,,,,,,,,,,,,,,,
529,SLX4,,Breast,2,Screening,"SLX4 is found on some of the panels, but there is insufficient evidence to make any recommendations for breast MRI or RRM. ",NCCN,"Genetic/Familial High-Risk Assessment: Breast, Ovarian, and Pancreatic",1.2023,2022,10/19/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
530,SMAD4,,General,0,Surveillance,"JPS patients are at any increased risk for iron deficiency anemia, GI bleeding, and cancer. Therefore, regardless of the surveillance interval, any new signs/symptoms of GI disease should recieve timely workup in both the pediatri and adult populations. ",NCCN,Genetic/Familial High-Risk Assessment: Colorectal,1.2022,2022,10/13/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
531,SMAD4,,Vascular,0,Screening,"Within the first 6 months of life or at time of diagnosis, screen for signs, symptoms, and vascular lesions associated with HHT. ",NCCN,Genetic/Familial High-Risk Assessment: Colorectal,1.2022,2022,10/13/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
532,SMARCA4,,Breast,2,Screening,"SMARCA4 is found on some of the panels, but there is insufficient evidence to make any recommendations for breast MRI or RRM. ",NCCN,"Genetic/Familial High-Risk Assessment: Breast, Ovarian, and Pancreatic",1.2023,2022,10/19/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
533,SRP72,,General,0,Gene Insight,"Hematologic Findings/Myeloid Malignancy: Marrow failure/MDS
Other phenotypes and clinical features: Congenital sensorineural deafness",NCCN,Myelodysplastic Syndromes,1.2023,2022,10/12/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
534,STK11,,General,0,Referral,Patients who meet clinical criteria for PJS or with a pathogenic variant in STK11 - recommend referral to a specialized team and encourage participation in any available clinical trials. ,NCCN,Genetic/Familial High-Risk Assessment: Colorectal,1.2022,2022,10/17/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
535,STK11,,General,0,Screening,"PJS patients are at increased risk for iron deficiency anemia, bowel obstruction/intussusception from polyps, GI bleeding, and cancer. Therefore, regardless of the surveillance interval, any new signs/symptoms of GI disease should receive timely workup in both the pediatric and adult populations. ",NCCN,Genetic/Familial High-Risk Assessment: Colorectal,1.2022,2022,10/17/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
536,STK11,,Cervix,2,Surgical Consideration,Consider total hysterectomy (including uterus and cervix) once completed with childbearing. ,NCCN,Genetic/Familial High-Risk Assessment: Colorectal,1.2022,2022,10/17/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
537,TP53,,Ovary,2,Screening,No established association.,NCCN,"Genetic/Familial High-Risk Assessment: Breast, Ovarian, and Pancreatic",1.2023,2022,10/19/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
538,TP53,,General,0,Testing Considerations,"Somatic TP53 variants frequently confound germline testing results. Late post-zygotic aberrant clonal expansions containing a pathogenic TP53 variant, limited to hematologic compartment or to a tumor, may be detected in the blood or saliva through germline testing, particularly using NGS technology. The phenomenon of aberrant clonal expansion is well described and is most often due to CHIP, which can be demonstrated in healthy populations at increasing frequency with increasing age. This finding has important clinical implications regarding potential application of unwarranted clinical interventions. Further, the finding of clonal hematopoiesis itself may portend adverse clinical outcomes, such as the development of hematologic neoplasia and increased non-hematologic mortality. 
Blood and/or saliva is an unsuitable source of DNA for germline testing for cases with a history of hematologic abnormalities. Careful examination of the patient's complete blood count (CBC) and peripheral blood smear may be warranted in all cases reporting the discovery of a TP53 P/LP variant, and testing of non-lymphoid ancillary tissues may help to delineate bona fide mosaic involvement of different germ layers. ",NCCN,"Genetic/Familial High-Risk Assessment: Breast, Ovarian, and Pancreatic",1.2023,2022,10/19/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
539,TSC1,,General,0,Gene Insight,"Major Features: Renal angiomyolipoma1,2 ; Cardiac rhabdomyoma; Cortical dysplasias, including tubers and cerebral white; matter migration lines;  Angiofibromas (≥3) or fibrous cephalic plaque; Hypomelanotic macules (3 to >5 mm in diameter),  Lymphangioleiomyomatosis (LAM)1; Multiple retinal nodular hamartomas; Shagreen patch; Subependymal giant cell astrocytoma (SEGA), Subependymal nodules (SENs); Ungual fibromas (≥2) 
Minor Features: Multiple renal cysts; ""Confetti"" skin lesions (numerous 1- to 3-mm hypopigmented macules scattered over regions of the body such as the arms and legs);  Dental enamel pits (>3);  Intraoral fibromas (≥2);  Nonrenal hamartomas; Retinal achromic patch",NCCN,Kidney Cancer,3.2023,2022,10/17/2022,Krista Ortega,,,,,,,,,,,,,,,,,
540,TSC2,,General,0,Gene Insight,"Major Features: Renal angiomyolipoma1,2 ; Cardiac rhabdomyoma; Cortical dysplasias, including tubers and cerebral white; matter migration lines;  Angiofibromas (≥3) or fibrous cephalic plaque; Hypomelanotic macules (3 to >5 mm in diameter),  Lymphangioleiomyomatosis (LAM)1; Multiple retinal nodular hamartomas; Shagreen patch; Subependymal giant cell astrocytoma (SEGA), Subependymal nodules (SENs); Ungual fibromas (≥2) 
Minor Features: Multiple renal cysts; ""Confetti"" skin lesions (numerous 1- to 3-mm hypopigmented macules scattered over regions of the body such as the arms and legs);  Dental enamel pits (>3);  Intraoral fibromas (≥2);  Nonrenal hamartomas; Retinal achromic patch",NCCN,Kidney Cancer,3.2023,2022,10/17/2022,Krista Ortega,,,,,,,,,,,,,,,,,
541,VHL,,General,0,Gene Insight,"Hemangioblastomas of the retina, spine, brain.
\
Clear cell RCC (ccRCC) Diagnosed <40 years of age or multiple/ bilateral ccRCC tumors diagnosed at any age.
\
PCCs
\
PGL of abdomen, thorax or neck
\
Retinal angiomas
\
Endolymphatic sac tumors
\
Papillary cystadenomas of the epididymis or broad ligament
\
Pancreatic serous cystadenoma (>1)
\
Pancreatic neuroendocrine tumor (pNET) or multiple pancreatic cysts (>1)",NCCN,Kidney Cancer,3.2023,2022,10/17/2022,Krista Ortega,,,,,,,,,,,,,,,,,
542,VHL,,Endocrine,0,Surgery Alert,Preoperative alert: Patients with a suspected or known diagnosis of hereditary PGL/PCC syndrome should have blood and/or urine screening for tumors prior to any surgical procedures.,NCCN,Neuroendocrine and Adrenal Tumors,1.2022,2022,10/19/2022,Krista Ortega,,,,,,,,,,,,,,,,,
